Precision 	 Recall 	 mAP_0.5 	 mAP_0.50.95 0.8572 	 0.9692 	 0.0418 	 0.0186 	 0.1667 	 0.0106 	 0.0020 	 0.005950 
 0.7082 	 0.1120 	 0.0385 	 0.1889 	 0.2167 	 0.1235 	 0.0409 	 0.005901 
 0.6301 	 0.0928 	 0.0374 	 0.0641 	 0.2167 	 0.0543 	 0.0121 	 0.005851 
 0.6010 	 0.0868 	 0.0355 	 0.4876 	 0.4500 	 0.4702 	 0.2221 	 0.005801 
 0.5495 	 0.0839 	 0.0338 	 0.8649 	 0.2000 	 0.1952 	 0.0808 	 0.005752 
 0.5351 	 0.0809 	 0.0329 	 0.5362 	 0.5048 	 0.3540 	 0.0743 	 0.005702 
 0.5141 	 0.0799 	 0.0315 	 0.2439 	 0.4242 	 0.1295 	 0.0249 	 0.005652 
 0.5097 	 0.0783 	 0.0308 	 0.7174 	 0.2333 	 0.0451 	 0.0084 	 0.005602 
 0.5032 	 0.0761 	 0.0306 	 0.7397 	 0.1833 	 0.0823 	 0.0142 	 0.005553 
 0.4727 	 0.0773 	 0.0298 	 0.8159 	 0.1667 	 0.1169 	 0.0206 	 0.005503 
 0.4641 	 0.0748 	 0.0291 	 0.7646 	 0.1318 	 0.0745 	 0.0108 	 0.005453 
 0.4796 	 0.0722 	 0.0283 	 0.0126 	 0.2833 	 0.0066 	 0.0009 	 0.005404 
 0.4921 	 0.0701 	 0.0275 	 0.4750 	 0.2999 	 0.2422 	 0.0518 	 0.005354 
 0.4737 	 0.0693 	 0.0280 	 0.4889 	 0.6761 	 0.5591 	 0.1373 	 0.005304 
 0.4816 	 0.0688 	 0.0273 	 0.8221 	 0.2333 	 0.2074 	 0.0605 	 0.005255 
 0.4663 	 0.0666 	 0.0271 	 0.6479 	 0.4128 	 0.4288 	 0.1168 	 0.005205 
 0.4623 	 0.0665 	 0.0274 	 0.0466 	 0.3000 	 0.0499 	 0.0094 	 0.005155 
 0.4613 	 0.0644 	 0.0273 	 0.6102 	 0.6329 	 0.5126 	 0.1464 	 0.005105 
 0.4403 	 0.0651 	 0.0263 	 0.7353 	 0.6333 	 0.6355 	 0.2332 	 0.005056 
 0.4511 	 0.0638 	 0.0255 	 0.2359 	 0.3000 	 0.2579 	 0.0837 	 0.005006 
 0.4329 	 0.0626 	 0.0258 	 0.6249 	 0.5472 	 0.5376 	 0.1407 	 0.004956 
 0.4424 	 0.0622 	 0.0257 	 0.0429 	 0.2000 	 0.0351 	 0.0054 	 0.004907 
 0.4492 	 0.0623 	 0.0265 	 0.4254 	 0.5333 	 0.4151 	 0.1436 	 0.004857 
 0.4232 	 0.0598 	 0.0257 	 0.4656 	 0.6333 	 0.4754 	 0.1728 	 0.004807 
 0.4314 	 0.0596 	 0.0253 	 0.4541 	 0.4167 	 0.4091 	 0.1040 	 0.004757 
 0.4196 	 0.0594 	 0.0250 	 0.5801 	 0.4931 	 0.4927 	 0.1389 	 0.004708 
 0.4139 	 0.0593 	 0.0240 	 0.7825 	 0.5500 	 0.6193 	 0.2523 	 0.004658 
 0.4268 	 0.0582 	 0.0243 	 0.6087 	 0.6153 	 0.6068 	 0.2076 	 0.004608 
 0.4304 	 0.0576 	 0.0245 	 0.6441 	 0.6489 	 0.6721 	 0.2309 	 0.004559 
 0.4317 	 0.0578 	 0.0237 	 0.3648 	 0.5833 	 0.4717 	 0.1664 	 0.004509 
 0.4269 	 0.0571 	 0.0240 	 0.4969 	 0.3469 	 0.3855 	 0.0976 	 0.004459 
 0.4007 	 0.0572 	 0.0240 	 0.8496 	 0.4500 	 0.5618 	 0.2085 	 0.004410 
 0.4167 	 0.0566 	 0.0239 	 0.5461 	 0.4000 	 0.4935 	 0.1318 	 0.004360 
 0.4223 	 0.0563 	 0.0237 	 0.6032 	 0.4947 	 0.5611 	 0.2202 	 0.004310 
 0.4131 	 0.0542 	 0.0239 	 0.6656 	 0.5000 	 0.5070 	 0.1447 	 0.004260 
 0.4059 	 0.0538 	 0.0237 	 0.3883 	 0.5975 	 0.4657 	 0.0985 	 0.004211 
 0.3937 	 0.0535 	 0.0237 	 0.6531 	 0.6829 	 0.6427 	 0.2218 	 0.004161 
 0.4141 	 0.0521 	 0.0236 	 0.8654 	 0.7154 	 0.7205 	 0.2810 	 0.004111 
 0.3948 	 0.0528 	 0.0238 	 0.4255 	 0.5080 	 0.4945 	 0.1259 	 0.004062 
 0.3906 	 0.0532 	 0.0235 	 0.4734 	 0.6401 	 0.5868 	 0.2393 	 0.004012 
 0.3949 	 0.0540 	 0.0233 	 0.3003 	 0.3497 	 0.2938 	 0.0716 	 0.003962 
 0.3881 	 0.0528 	 0.0230 	 0.4959 	 0.7198 	 0.5545 	 0.2265 	 0.003913 
 0.3889 	 0.0519 	 0.0229 	 0.5788 	 0.7119 	 0.5642 	 0.1996 	 0.003863 
 0.3833 	 0.0504 	 0.0232 	 0.3302 	 0.5167 	 0.3804 	 0.0980 	 0.003813 
 0.3798 	 0.0504 	 0.0228 	 0.8008 	 0.6333 	 0.6847 	 0.1990 	 0.003763 
 0.3831 	 0.0535 	 0.0228 	 0.7906 	 0.5786 	 0.6480 	 0.1939 	 0.003714 
 0.3853 	 0.0510 	 0.0229 	 0.7644 	 0.6500 	 0.6863 	 0.2977 	 0.003664 
 0.3783 	 0.0509 	 0.0226 	 0.8665 	 0.5000 	 0.6137 	 0.2501 	 0.003614 
 0.3761 	 0.0491 	 0.0221 	 0.5274 	 0.5266 	 0.5647 	 0.2243 	 0.003565 
 0.3737 	 0.0500 	 0.0221 	 0.9060 	 0.5833 	 0.6812 	 0.2699 	 0.003515 
 0.3674 	 0.0499 	 0.0224 	 0.8589 	 0.6118 	 0.7098 	 0.3054 	 0.003465 
 0.3842 	 0.0480 	 0.0228 	 0.6431 	 0.5667 	 0.6273 	 0.2012 	 0.003416 
 0.3704 	 0.0498 	 0.0228 	 0.8208 	 0.5631 	 0.6830 	 0.2794 	 0.003366 
 0.3664 	 0.0479 	 0.0221 	 0.5572 	 0.5167 	 0.4960 	 0.1970 	 0.003316 
 0.3644 	 0.0472 	 0.0226 	 0.7636 	 0.6928 	 0.7009 	 0.2545 	 0.003267 
 0.3658 	 0.0494 	 0.0224 	 0.6735 	 0.6829 	 0.6789 	 0.2701 	 0.003217 
 0.3502 	 0.0473 	 0.0223 	 0.6361 	 0.5911 	 0.5910 	 0.2226 	 0.003167 
 0.3540 	 0.0459 	 0.0218 	 0.5273 	 0.7289 	 0.6787 	 0.2366 	 0.003117 
 0.3521 	 0.0491 	 0.0219 	 0.3762 	 0.7000 	 0.4911 	 0.1707 	 0.003068 
 0.3643 	 0.0469 	 0.0224 	 0.8212 	 0.6309 	 0.7097 	 0.3168 	 0.003018 
 0.3557 	 0.0470 	 0.0217 	 0.8676 	 0.6291 	 0.7123 	 0.3264 	 0.002968 
 0.3530 	 0.0465 	 0.0214 	 0.8209 	 0.6332 	 0.7089 	 0.2807 	 0.002919 
 0.3479 	 0.0455 	 0.0214 	 0.7994 	 0.4981 	 0.6382 	 0.2748 	 0.002869 
 0.3497 	 0.0465 	 0.0213 	 0.7673 	 0.7327 	 0.7660 	 0.2746 	 0.002819 
 0.3489 	 0.0466 	 0.0214 	 0.5467 	 0.5492 	 0.6175 	 0.2508 	 0.002770 
 0.3493 	 0.0454 	 0.0211 	 0.8275 	 0.7000 	 0.7848 	 0.3389 	 0.002720 
 0.3457 	 0.0456 	 0.0213 	 0.7670 	 0.6172 	 0.7060 	 0.3336 	 0.002670 
 0.3432 	 0.0466 	 0.0211 	 0.6868 	 0.5484 	 0.6150 	 0.2501 	 0.002620 
 0.3454 	 0.0467 	 0.0210 	 0.7569 	 0.6163 	 0.7086 	 0.3652 	 0.002571 
 0.3451 	 0.0447 	 0.0212 	 0.6686 	 0.8000 	 0.8082 	 0.3316 	 0.002521 
 0.3377 	 0.0446 	 0.0213 	 0.6436 	 0.5654 	 0.6432 	 0.3030 	 0.002471 
 0.3333 	 0.0453 	 0.0206 	 0.8284 	 0.7052 	 0.7660 	 0.3692 	 0.002422 
 0.3189 	 0.0442 	 0.0208 	 0.8642 	 0.5951 	 0.7225 	 0.3145 	 0.002372 
 0.3318 	 0.0436 	 0.0205 	 0.8276 	 0.7437 	 0.8321 	 0.3290 	 0.002322 
 0.3259 	 0.0447 	 0.0204 	 0.6045 	 0.7995 	 0.7366 	 0.3028 	 0.002273 
 0.3161 	 0.0451 	 0.0202 	 0.8205 	 0.6993 	 0.7531 	 0.3534 	 0.002223 
 0.3132 	 0.0439 	 0.0202 	 0.7771 	 0.6665 	 0.7548 	 0.3710 	 0.002173 
 0.3263 	 0.0421 	 0.0202 	 0.9048 	 0.6118 	 0.8117 	 0.3817 	 0.002123 
 0.3118 	 0.0431 	 0.0199 	 0.7203 	 0.6493 	 0.6845 	 0.3139 	 0.002074 
 0.3187 	 0.0423 	 0.0199 	 0.7588 	 0.6983 	 0.7486 	 0.3592 	 0.002024 
 0.3168 	 0.0424 	 0.0198 	 0.7062 	 0.7000 	 0.7737 	 0.3315 	 0.001974 
 0.3135 	 0.0423 	 0.0197 	 0.7259 	 0.6572 	 0.7559 	 0.3646 	 0.001925 
 0.3250 	 0.0426 	 0.0197 	 0.7222 	 0.5599 	 0.6193 	 0.2537 	 0.001875 
 0.3266 	 0.0421 	 0.0201 	 0.7449 	 0.6262 	 0.7472 	 0.3224 	 0.001825 
 0.3132 	 0.0407 	 0.0200 	 0.7292 	 0.6862 	 0.7792 	 0.4037 	 0.001775 
 0.3143 	 0.0414 	 0.0199 	 0.6468 	 0.7833 	 0.7730 	 0.3738 	 0.001726 
 0.3133 	 0.0415 	 0.0199 	 0.7047 	 0.7495 	 0.7843 	 0.3721 	 0.001676 
 0.2976 	 0.0411 	 0.0194 	 0.8098 	 0.6983 	 0.7607 	 0.3971 	 0.001626 
 0.3030 	 0.0416 	 0.0194 	 0.6181 	 0.7667 	 0.7778 	 0.3302 	 0.001577 
 0.3050 	 0.0408 	 0.0192 	 0.6734 	 0.7213 	 0.7607 	 0.3608 	 0.001527 
 0.3109 	 0.0414 	 0.0192 	 0.6120 	 0.8286 	 0.7767 	 0.3479 	 0.001477 
 0.3017 	 0.0409 	 0.0191 	 0.7749 	 0.7333 	 0.7599 	 0.3605 	 0.001428 
 0.2968 	 0.0397 	 0.0190 	 0.5939 	 0.7667 	 0.7595 	 0.3388 	 0.001378 
 0.2882 	 0.0398 	 0.0193 	 0.7778 	 0.6901 	 0.7450 	 0.3418 	 0.001328 
 0.2940 	 0.0401 	 0.0192 	 0.9158 	 0.5439 	 0.7104 	 0.3470 	 0.001279 
 0.2934 	 0.0400 	 0.0191 	 0.8878 	 0.5999 	 0.7630 	 0.3696 	 0.001229 
 0.2883 	 0.0400 	 0.0187 	 0.7529 	 0.7668 	 0.7909 	 0.3828 	 0.001179 
 0.2947 	 0.0402 	 0.0189 	 0.8386 	 0.7572 	 0.7980 	 0.3186 	 0.001129 
 0.2891 	 0.0396 	 0.0189 	 0.8204 	 0.7211 	 0.8022 	 0.3435 	 0.001080 
 0.2874 	 0.0396 	 0.0190 	 0.6569 	 0.7333 	 0.7581 	 0.3545 	 0.001030 
 0.2810 	 0.0388 	 0.0185 	 0.8551 	 0.6459 	 0.7800 	 0.3909 	 0.000980 
 0.2900 	 0.0397 	 0.0186 	 0.8328 	 0.7499 	 0.8318 	 0.4084 	 0.000931 
 0.2827 	 0.0395 	 0.0185 	 0.7863 	 0.7087 	 0.7498 	 0.3962 	 0.000881 
 0.2828 	 0.0387 	 0.0182 	 0.8397 	 0.6613 	 0.7871 	 0.3828 	 0.000831 
 0.2876 	 0.0392 	 0.0186 	 0.8599 	 0.6873 	 0.8110 	 0.3735 	 0.000782 
 0.2814 	 0.0383 	 0.0182 	 0.8821 	 0.6999 	 0.8142 	 0.3816 	 0.000732 
 0.2766 	 0.0391 	 0.0184 	 0.7154 	 0.7658 	 0.7875 	 0.3684 	 0.000682 
 0.2790 	 0.0371 	 0.0181 	 0.8168 	 0.6140 	 0.7463 	 0.3585 	 0.000632 
 0.2719 	 0.0387 	 0.0181 	 0.9694 	 0.6633 	 0.8207 	 0.4190 	 0.000583 
 0.2582 	 0.0383 	 0.0180 	 0.8474 	 0.7333 	 0.8113 	 0.3835 	 0.000533 
 0.2772 	 0.0385 	 0.0183 	 0.8860 	 0.6862 	 0.8171 	 0.3868 	 0.000483 
 0.2693 	 0.0375 	 0.0179 	 0.9221 	 0.7167 	 0.8343 	 0.4289 	 0.000434 
 0.2717 	 0.0375 	 0.0180 	 0.8742 	 0.7677 	 0.8459 	 0.3847 	 0.000384 
 0.2633 	 0.0378 	 0.0178 	 0.8922 	 0.7167 	 0.8102 	 0.4246 	 0.000334 
 0.2656 	 0.0368 	 0.0175 	 0.8534 	 0.7500 	 0.8182 	 0.4147 	 0.000284 
 0.2667 	 0.0372 	 0.0179 	 0.8083 	 0.7151 	 0.7916 	 0.3877 	 0.000235 
 0.2692 	 0.0362 	 0.0179 	 0.8708 	 0.7499 	 0.8255 	 0.4152 	 0.000185 
 0.2647 	 0.0367 	 0.0179 	 0.8288 	 0.7130 	 0.8170 	 0.4083 	 0.000135 
 0.2580 	 0.0370 	 0.0176 	 0.8602 	 0.6483 	 0.7865 	 0.3889 	 0.000086 
 0.2562 	 0.0370 	 0.0176 	 0.8148 	 0.7532 	 0.8232 	 0.4099 	 0.000036 
